product_code,product_name,variant_label,category,price_eur,description,available,sold_out,product_url
UNAS-Pro-4,UNAS Pro 4,,Integrations,475.00,"1U rack-mount NAS with (4) 2.5/3.5"" HDD bays and (2) M.2 NVMe SSD cache slots, delivering faster access, lower latency, and high-availability 10 Gbps networking for large-scale file storage and sharing.",Oui,Non,https://eu.store.ui.com/eu/en/category/network-storage/products/unas-pro-4
UNAS-Pro,UNAS Pro,,Integrations,475.00,"2U rack-mount NAS with (7) 2.5/3.5"" drive bays and 10 Gbps performance designed for large-scale file storage and sharing.",Oui,Non,https://eu.store.ui.com/eu/en/category/network-storage/products/unas-pro
UNAS-4,UNAS 4,,Integrations,340.00,"UniFi Network Attached Storage with (4) 2.5/3.5"" HDD bays, (2) M.2 NVMe SSD cache slots, 2.5 GbE networking, USB-C connectivity, and an included PoE+++ adapter, all in a compact footprint.",Non,Oui,https://eu.store.ui.com/eu/en/category/network-storage/products/unas-4
UNAS-2-B,UNAS 2,,Integrations,189.00,"UniFi Network Attached Storage with (2) 3.5"" HDD bays, 2.5 GbE networking, USB-C connectivity, and an included PoE++ adapter, all in a compact footprint.",Oui,Non,https://eu.store.ui.com/eu/en/category/network-storage/products/unas-2
UPS-2U,UniFi UPS 2U,,Integrations,250.00,"UniFi managed 1.5kVA rackmount uninterruptible power supply with 4 backup and 4 surge outlets, a field replaceable battery, 216Wh, half load (500W) runtime of 8 minutes. Supports Graceful Shutdown for UNVR and UNAS, NUT compatibility for 3-party devices.",Non,Oui,https://eu.store.ui.com/eu/en/category/integrations-power-tech/collections/unifi-power-tech-ups/products/ups-2u-eu
UPS-Tower,UniFi UPS Tower,,Integrations,145.00,"UniFi managed 1kVA uninterruptible power supply with 5 backup outlets 5 surge outlets and hot swappable battery, 108Wh, half load (300W) runtime of 7 minutes. Supports Graceful Shutdown for UNVR and UNAS, NUT compatibility for third-party devices.",Oui,Non,https://eu.store.ui.com/eu/en/category/integrations-power-tech/products/ups-tower-eu
USW-Mission-Critical (120W),UPS PoE Switch,,Integrations,979.00,A switch with an integrated 368Wh lithium-ion battery capable of providing uninterruptible PoE to 8 devices.,Oui,Non,https://eu.store.ui.com/eu/en/category/integrations-power-tech/products/usw-mission-critical-eu
USP-RPS,Redundant Power,,Integrations,380.00,950W redundant power supply for rack-mounted UniFi devices.,Oui,Non,https://eu.store.ui.com/eu/en/category/integrations-power-tech/products/usp-rps
U5G-Max,UniFi 5G Max,,Integrations,359.00,"A high-performance 5G (3.4 Gbps) modem for any Unifi deployment. Instantly adopt through any UniFi PoE port, it delivers automatic setup, dual SIM/eSIM, and seamless failover.",Oui,Non,https://eu.store.ui.com/eu/en/category/internet-solutions/collections/unifi-5g-max/products/u5g-max-eu
U5G-Max-Outdoor,UniFi 5G Max Outdoor,,Integrations,359.00,"A full-performance 5G (3.4 Gbps) modem for UniFi consoles and Cloud Gateways, designed for outdoor use with directional antennas, remote SIM, and dual SIM for seamless failover.",Non,Oui,https://eu.store.ui.com/eu/en/category/internet-solutions/collections/unifi-5g-max/products/u5g-max-outdoor-eu
UMR-Industrial,Mobile Router Industrial,,Integrations,185.00,"Compact, ruggedized, and carrier unlocked LTE Cat 4 mobile WiFi router designed for indoor/outdoor IoT applications.",Oui,Non,https://eu.store.ui.com/eu/en/category/internet-solutions/collections/unifi-mobile-routing/products/umr-industrial-eu
UMR-Ultra,Mobile Router Ultra,,Integrations,89.00,"Ultra-compact managed LTE mobile router for IoT applications with integrated LTE, wired WAN, WiFi, automatic failover, and DC power input support.",Oui,Non,https://eu.store.ui.com/eu/en/category/internet-solutions/collections/unifi-mobile-routing/products/umr-ultra-eu
UMR,Mobile Router,,Integrations,179.00,Managed mobile WiFi router that brings plug-and-play connectivity to any environment. Bring your own nano-SIM for LTE data.,Non,Oui,https://eu.store.ui.com/eu/en/category/internet-solutions/collections/unifi-mobile-routing/products/umr-eu
U-LTE-Backup Pro,LTE Backup Pro,,Integrations,240.00,Seamless internet failover for UniFi gateways. Bring your own SIM for LTE data.,Non,Oui,https://eu.store.ui.com/eu/en/category/internet-solutions/collections/unifi-lte-backup/products/u-lte-pro
U5G,UniFi 5G Backup,,Integrations,89.00,Compact PoE-powered 5G RedCap antenna system with versatile mounting that plugs into any UniFi PoE port to provide automatic internet backup.,Oui,Non,https://eu.store.ui.com/eu/en/category/internet-solutions/products/u5g
UTP-G3-Touch-Enterprise,G3 Touch Enterprise,,Integrations,269.00,"Next-generation premium desktop smartphone for UniFi Talk, featuring a 7"" touch display and seamless integration with UniFi applications.",Oui,Non,https://eu.store.ui.com/eu/en/category/managed-voip/collections/unifi-new-integrations-phone-executive/products/utp-g3-touch-enterprise
UTP-G3-Touch-Pro,G3 Touch Pro,,Integrations,179.00,"Next-generation desktop smartphone for UniFi Talk, featuring a 5"" touch display and seamless integration with UniFi applications.",Oui,Non,https://eu.store.ui.com/eu/en/category/managed-voip/collections/unifi-new-integrations-phone-compact/products/utp-g3-touch-pro
UTP-G3-Touch-Wall,G3 Touch Wall,,Integrations,359.00,"Next-generation wall-mountable smartphone for UniFi Talk, featuring a 7"" touch display and seamless integration with UniFi applications.",Oui,Non,https://eu.store.ui.com/eu/en/category/managed-voip/products/utp-g3-touch-wall
UTP-TouchMax,G2 Touch Max,,Integrations,259.00,Premium desktop smartphone that delivers the ultimate user experience.,Oui,Non,https://eu.store.ui.com/eu/en/category/managed-voip/collections/unifi-new-integrations-phone-executive/products/utp-touchmax-u
UTP-Touch,G2 Touch,,Integrations,179.00,Versatile desktop smartphone that eliminates the learning curve.,Oui,Non,https://eu.store.ui.com/eu/en/category/managed-voip/collections/unifi-new-integrations-phone-compact/products/utp-touch
UT-G3-Handset,G3 Wireless Handset,,Integrations,89.00,"Wireless handset which supports clear, high-quality audio for G3 Touch Phones.",Oui,Non,https://eu.store.ui.com/eu/en/category/managed-voip/products/ut-g3-handset
EAV-Bridge,Enterprise Audio/Video Bridge,,Integrations,269.00,PoE+ powered AV-over-IP transceiver that bridges 4K60 HDMI and professional XLR audio as either a source or destination.,Oui,Non,https://eu.store.ui.com/eu/en/category/premium-iot/products/eav-bridge
UPL-Amp-W,PowerAmp,,Integrations,569.00,Premium speaker amplifier designed for high-fidelity multi-zone audio streaming and immersive spatial sound experiences.,Oui,Non,https://eu.store.ui.com/eu/en/category/premium-iot/products/upl-amp
UPL-Port-B,PoE Audio Port,,Integrations,179.00,"A digital audio streamer with an ultra-compact, versatile design and an intuitive control system, supporting multiple music streaming services and scalable multi-zone installations.",Oui,Non,https://eu.store.ui.com/eu/en/category/premium-iot/products/upl-port
UC-Display,Connect Display,,Integrations,629.00,"21.5"" Full HD PoE++ touchscreen designed for interactive digital signage applications.",Oui,Non,https://eu.store.ui.com/eu/en/category/premium-iot/products/uc-display21
UC-Cast-Pro,Display Cast Pro,,Integrations,250.00,"Managed digital signage player for HDMI displays with media content playback, web mode, and USB-C peripheral support.",Oui,Non,https://eu.store.ui.com/eu/en/category/premium-iot/products/uc-cast-pro
UC-Cast-Lite,Display Cast Lite,,Integrations,160.00,Digital signage player designed for media playback on HDMI displays.,Oui,Non,https://eu.store.ui.com/eu/en/category/premium-iot/products/uc-cast-lite
Official UniFi Hosting,Official UniFi Hosting,,Advanced Hosting,29.00,Scalably deploy and manage UniFi Network devices.,Oui,Non,https://eu.store.ui.com/eu/en/category/advanced-hosting-other/products/unifi-hosting
UXG-Enterprise,Gateway Enterprise,,Advanced Hosting,1979.00,"25G independent gateway with multi-WAN load balancing, 12.5 Gbps IPS routing, and redundant hot-swap PSUs.",Oui,Non,https://eu.store.ui.com/eu/en/category/advanced-hosting-other/products/uxg-enterprise
UXG-Fiber (30W),Gateway Fiber,,Advanced Hosting,284.00,Desktop 10G independent gateway with integrated 4-port 2.5 GbE switch.,Oui,Non,https://eu.store.ui.com/eu/en/category/advanced-hosting-other/products/uxg-fiber
UXG-Lite,Gateway Lite,,Advanced Hosting,127.00,Compact independent gateway with a full suite of advanced routing and security features.,Oui,Non,https://eu.store.ui.com/eu/en/category/advanced-hosting-other/products/uxg-lite
UXG-Max,Gateway Max,,Advanced Hosting,189.00,"Compact, multi-WAN independent gateway with full 2.5G support for high-performance networking at small-to-medium sites.",Oui,Non,https://eu.store.ui.com/eu/en/category/advanced-hosting-other/products/uxg-max
UXG-Pro,Gateway Pro,,Advanced Hosting,475.00,10G multi-WAN independent gateway with UniFi Power Backup support designed to protect large-scale networks.,Oui,Non,https://eu.store.ui.com/eu/en/category/advanced-hosting-other/products/uxg-pro
CK-Enterprise,CloudKey Enterprise,,Advanced Hosting,4870.00,A UniFi Console designed for managing massive-scale UniFi Networks.,Oui,Non,https://eu.store.ui.com/eu/en/category/advanced-hosting-other/products/cloud-key-enterprise
UCK-G2-SSD,CloudKey+,,Advanced Hosting,238.00,"Compact UniFi Console that connects directly to the Site Manager at https://unifi.ui.com/ for powerful, multi-application site management.",Oui,Non,https://eu.store.ui.com/eu/en/category/advanced-hosting-other/products/uck-g2-ssd
U-Cable-Patch-RJ45,"UniFi Patch Cable
GbE",,Acc. Cables & DACs,1.80,"Ultra-thin patch cable with GbE support and flexible, bendable boots for enhanced installation versatility.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-cables-dacs/collections/accessories-pro-patch-cables/products/unifi-ethernet-patch-cable-with-bendable-booted-rj45
UACC-Cable-Patch-EL-0.15M-W,"UniFi Etherlighting Patch Cable
1/2.5/5/10 GbE",,Acc. Cables & DACs,3.50,"Nano-thin patch cable with 10 GbE support, designed to showcase Etherlighting™ effects.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-cables-dacs/collections/accessories-pro-patch-cables/products/uacc-cable-patch-el
UACC-Cable-Patch-EL-C6A-0.15M-W,"UniFi Premium Patch Cable
1/2.5/5/10 GbE
Braided",,Acc. Cables & DACs,4.50,"Ultra-thin braided patch cable, designed and optimized for 10 GbE networking.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-cables-dacs/collections/accessories-pro-patch-cables/products/uacc-cable-patch-el-c6a
U-Cable-C6-CMR,UniFi Indoor Cable Cat6 CMR,,Acc. Cables & DACs,160.00,"Category 6 Ethernet cable for high-speed, indoor deployments",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-cables-dacs/collections/accessories-pro-box-cables/products/u-cable-c6-cmr
UACC-Adapter-RJ45-USBC-5GE,5G Ethernet Adapter,,Acc. Cables & DACs,44.00,"Plug-and-play, Ethernet adapter with USB-C for seamless 5GbE network connectivity.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-cables-dacs/collections/pro-store-ethernet-adapter/products/uacc-adapter-rj45-usbc-5ge
UACC-RJ45-Coupler-C6A,"RJ45 Inline Coupler Indoor, 10-Pack",,Acc. Cables & DACs,26.00,"Compact, inline RJ45 coupler with shielding for ethernet cable extension.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-cables-dacs/collections/accessories-rj45-inline-coupler/products/uacc-rj45-coupler-c6a
UACC-Cable-Extender-C6A,"Easy Cable, 2-Pack",,Acc. Cables & DACs,17.00,"Shielded, ultra-thin extension cable with waterproof cap, designed for tight spaces and last inch reach installations.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-cables-dacs/products/uacc-cable-extender-c6a
UACC-LRE,Long-Range Ethernet Repeater,,Acc. Cables & DACs,25.00,Long-range Gigabit Ethernet adapter that receives PoE/PoE+ and offers passthrough PoE output.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-cables-dacs/products/uacc-lre
UACC-AE,Media Converter,,Acc. Cables & DACs,25.00,A fiber-to-copper media module that allows wireless equipment without SFP ports to support fiber uplinks up to 1 Gbps.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-cables-dacs/collections/accessories-ethernet-repeater/products/uacc-ae
UACC-SFP-Wizard,SFP Wizard,,Acc. Modules Fiber,44.00,"Instantly reprogram, test, and unlock universal compatibility for every optical module — with full diagnostics and OTA updates built in.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-modules-fiber/collections/accessories-pro-direct-attach-cables/products/uacc-sfp-wizard
UACC-Uplink-SFP28-0.15M,Uplink Cable,,Acc. Modules Fiber,27.00,"Direct attach cable with auto link optimization for seamless 1G SFP, 10G SFP+, and 25G SFP28 interconnects between UniFi devices.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-modules-fiber/collections/accessories-pro-direct-attach-cables/products/uacc-uplink-sfp28
UACC-CM-RJ45-1G,SFP to RJ45 Adapter,,Acc. Modules Fiber,18.00,SFP to RJ45 transceiver that supports 1G connections up to 100 m.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-modules-fiber/collections/accessories-pro-direct-attach-cables/products/rj45-to-sfp-module
UACC-OM-MM-1G-D,1G Multi-Mode Optical Module,,Acc. Modules Fiber,8.10,SFP transceiver that supports 1G connections up to 550 m using multi-mode fiber with a duplex LC UPC connector.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-modules-fiber/collections/accessories-pro-multi-mode-optical-fiber/products/1-gbps-multi-mode-optical-module
UACC-OFC-M2-LULU-0.5M,OM4 Duplex LC UPC Fiber Patch Cable,,Acc. Modules Fiber,4.50,Indoor OM4 multi-mode fiber patch cable with duplex LC UPC connectors.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-modules-fiber/collections/accessories-pro-multi-mode-optical-fiber/products/uacc-ofc-m2-lulu
UACC-OM-SM-1G-S-2,1G Bidirectional Single-Mode Optical Module,,Acc. Modules Fiber,2000,SFP transceiver that supports 1G connections up to 3 km using single-mode fiber with a simplex LC UPC connector.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-modules-fiber/collections/accessories-pro-single-mode-optical-fiber/products/1-gbps-bidirectional-single-mode-optical-module
UACC-OFC-S2-LULU-0.5M,OS2 Duplex LC UPC Fiber Patch Cable,,Acc. Modules Fiber,4.30,Lightweight fiber patch cable for up to 100G connections.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-modules-fiber/collections/accessories-pro-single-mode-optical-fiber/products/uacc-ofc-s2-lulu
UACC-OM-QSFP28-SR4,100G SR4 Multi-Mode Optical Module,,Acc. Modules Fiber,60.00,QSFP28 transceiver that supports 100G connections up to 100 m using multi-mode fiber with an MPO-12 Type B UPC connector.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-modules-fiber/collections/accessories-pro-single-mode-optical-fiber/products/uacc-om-qsfp28-sr4
UACC-CWDM-4,CWDM Mux Demux 4,,Acc. Modules Fiber,185.00,Rack-mountable 4-channel 1270 to 1330 nm CWDM mux demux designed to increase capacity of existing fiber infrastructure.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-modules-fiber/collections/accessories-pro-cwdm/products/uacc-cwdm-4
UACC-OM-SFP10-1270,10G CWDM Single-Mode Optical Module,,Acc. Modules Fiber,89.00,SFP+ transceiver for CWDM that supports 10G connections up to 20 km using single-mode fiber with a duplex LC UPC connector.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-modules-fiber/collections/accessories-pro-cwdm/products/uacc-om-sfp10
F-POE-G2,Optical Data Transport,,Acc. Modules Fiber,25.00,Connects remote PoE devices and provides data and power using fiber and DC cabling.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-modules-fiber/products/optical-data-transport-for-outdoor-poe-devices
UACC-SFP-Wizard,SFP Wizard,,Acc. SFP,44.00,"Instantly reprogram, test, and unlock universal compatibility for every optical module — with full diagnostics and OTA updates built in.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-sfp-liberation-day/collections/accessories-pro-direct-attach-cables/products/uacc-sfp-wizard
UACC-OM-MM-10G-D,10G Multi-Mode Optical Module,,Acc. SFP,18.00,SFP+ transceiver that supports 10G connections up to 300 m using multi-mode fiber with a duplex LC UPC connector.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-sfp-liberation-day/collections/accessories-pro-multi-mode-optical-fiber/products/10-gbps-multi-mode-optical-module
UACC-OM-SFP28-SR,25G Multi-Mode Optical Module,,Acc. SFP,45.00,SFP28 transceiver that supports 25G connections up to 100 m using multi-mode fiber with a duplex LC UPC connector.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-sfp-liberation-day/collections/accessories-pro-multi-mode-optical-fiber/products/25gbps-multi-mode-optical-module
UACC-OM-QSFP28-SR4,100G SR4 Multi-Mode Optical Module,,Acc. SFP,60.00,QSFP28 transceiver that supports 100G connections up to 100 m using multi-mode fiber with an MPO-12 Type B UPC connector.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-sfp-liberation-day/collections/accessories-pro-single-mode-optical-fiber/products/uacc-om-qsfp28-sr4
UACC-OM-SM-10G-D,10G Single-Mode Optical Module,,Acc. SFP,75.00,SFP+ transceiver that supports 10G connections up to 10 km using single-mode fiber with a duplex LC UPC connector.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-sfp-liberation-day/collections/accessories-pro-single-mode-optical-fiber/products/uacc-om-sm-10g-d
UACC-OM-SFP28-LR,25G Single-Mode Optical Module,,Acc. SFP,105.00,SFP28 transceiver that supports 25G connections up to 10 km using single-mode fiber with a duplex LC UPC connector.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-sfp-liberation-day/collections/accessories-pro-single-mode-optical-fiber/products/uacc-om-sfp28-lr
UACC-HDD-E-16TB,"Enterprise 3.5"" HDD, 16 TB",,Acc. Storage,405.00,"Enterprise-grade 3.5"" SATA hard drive ideal for storage-intensive UniFi camera security and NAS systems.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-storage/collections/unifi-accessory-tech-hdd/products/uacc-hdd-e-16tb
MSD-128GB,microSD Card,,Acc. Storage,60.00,"A microSD card designed for ultra endurance, optimized for UniFi devices, providing local storage and edge recording capabilities.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-storage/products/uacc-msd
UACC-SSD-2.5-1TB,"2.5"" SSD, 1 TB",,Acc. Storage,89.00,"2.5"" SATA solid-state drive designed for local storage of CloudKey+.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-storage/products/uacc-ssd-2-5
U-Rack-6U-TL,Toolless Mini Rack,,Acc. Rack Mount,269.00,"Compact, stackable, and toolless 6U open-frame rack designed for UniFi rack-mount devices.*",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/products/toolless-mini-rack
UACC-Rack-Stacking-Kit,Toolless Mini Rack Stacking Kit,,Acc. Rack Mount,55.00,Easy-to-install accessory set that connects two Toolless Mini Racks to create a 12U network rack.,Non,Oui,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/products/uacc-rack-stacking-kit
Product Collection,Toolless Mini Rack Shelf,,Acc. Rack Mount,45.00,Shelf accessory for installing non-rack-mountable devices in the toolless mini rack.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/collections/rackmount-rack-shelf-tl
UACC-Rack-Panel-Vented-1U,Rack Mount OCD Panels,,Acc. Rack Mount,25.00,"Standalone insert that can be easily installed into an existing network equipment rack to create a clean, uniform aesthetic.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/products/uacc-rack-panel-ocd
UACC-Rack-Panel-Patch-Blank-24,24-Port Blank Keystone Patch Panel,,Acc. Rack Mount,25.00,"Standalone insert that can be easily installed into an existing network equipment rack to create a clean, uniform aesthetic.",Non,Oui,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/products/uacc-rack-panel-patch-blank-24
Product Collection,"Keystones, 12-Pack",,Acc. Rack Mount,26.00,Keystones for installation on a blank patch panel.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/collections/rackmount-keystone
UACC-Keystone-Blank-Insert,"Keystone Blank Insert, 24-Pack",,Acc. Rack Mount,17.00,24-pack of snap-in inserts that cover unused ports on the UniFi 24-Port Blank Keystone Patch Panel while maintaining its aesthetic.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/collections/rackmount-keystone-blank-insert/products/uacc-keystone-blank-insert
UACC-Keystone-Blank-Insert-TH,"Keystone Blank Insert Pass-Through, 12-Pack",,Acc. Rack Mount,17.00,Snap-in inserts designed to cover unused ports on a blank keystone patch panel while maintaining a clean and aesthetic appearance.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/collections/rackmount-keystone-blank-insert/products/uacc-keystone-blank-insert-th
UACC-RJ45-Cover,"RJ45 Dust Cover, 24-Pack",,Acc. Rack Mount,17.00,24-pack of protective inserts that keep dust and debris out of unused RJ45 ports.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/products/uacc-rj45-cover
Product Collection,42U Rack Cabinets,,Acc. Rack Mount,809.00,"Fully assembled floor rack with built-in fans, removable panels, and lockable casters, engineered for optimal airflow, heavy-duty stability, and easy equipment access.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/collections/42u-rack-cabinets
Product Collection,12U Rack Cabinets,,Acc. Rack Mount,179.00,"Fully assembled wall-mount rack with built-in fans and removable panels, engineered for easy equipment access and space-efficient small-scale deployments.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/collections/12u-rack-cabinets
Product Collection,Rack Cabinet Shelves,,Acc. Rack Mount,44.00,Rack cabinet shelves for installing non-rackmountable devices into racks.,Non,Oui,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/collections/rackmount-rack-shelf
UACC-Rack-Shelf-CLV,Fixed Rack Shelf,,Acc. Rack Mount,44.00,"1U fixed cantilever shelf for mounting non-rackmount devices in standard 19"" racks.",Non,Oui,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/products/uacc-rack-shelf-clv
Product Collection,Rack Cabinet Cable Management,,Acc. Rack Mount,26.00,Rack cabinet cable management for horizontal or vertical cable organization within the rack.,Non,Oui,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/collections/rackmount-cable-manager
UACC-Rack-Rails-Slide,UniFi Sliding Rack Rails,,Acc. Rack Mount,70.00,"Adjustable sliding rails for UniFi rack-mount gear, designed for smooth sliding and flexible fit in 4-post racks.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/products/uacc-rack-rails-slide
UACC-Rack-PM-Kit,"SnapMount Rack Kit, 20-Pack",,Acc. Rack Mount,45.00,1U snap-in inserts with two vertically aligned cage nuts designed to ensure uniform rack installations.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/products/uacc-rack-pm-kit
UACC-Rack-Ear-1U,Rack Ear Kit,,Acc. Rack Mount,8.10,Replacement rack ears for UniFi 1U or 2U rack-mount devices with included SnapMount Rack inserts and screws.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/products/uacc-rack-ear
CKG2-RM,CloudKey Rack Mount,,Acc. Rack Mount,89.00,"Mount your CloudKey or CloudKey+ into a 19"" rack.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/products/ckg2-rack-mount
UACC-Pro-Max-16-RM,Pro Max 16 Rack Mount,,Acc. Rack Mount,45.00,1U rack-mount accessory for Pro Max 16 switches.,Non,Oui,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/products/uacc-pro-max-16-rm
UACC-AI-Port-RM,AI Port Rack Mount,,Acc. Rack Mount,60.00,1U rack-mount accessory that supports up to six AI Ports.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/products/uacc-ai-port-rm
UACC-AI-Key-RM,AI Key Rack Mount,,Acc. Rack Mount,70.00,1U rack-mount accessory that supports up to three AI Keys.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/products/uacc-ai-key-rm
UACC-UCG-Industrial-RM,Cloud Gateway Industrial Rack Mount,,Acc. Rack Mount,60.00,Rack mount for the Cloud Gateway Industrial.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-rack-mount/products/uacc-ucg-industrial-rm
UPS-2U,UniFi UPS 2U,,Acc. PoE & Power,250.00,"UniFi managed 1.5kVA rackmount uninterruptible power supply with 4 backup and 4 surge outlets, a field replaceable battery, 216Wh, half load (500W) runtime of 8 minutes. Supports Graceful Shutdown for UNVR and UNAS, NUT compatibility for 3-party devices.",Non,Oui,https://eu.store.ui.com/eu/en/category/accessories-poe-power/collections/unifi-power-tech-ups/products/ups-2u-eu
UPS-Tower,UniFi UPS Tower,,Acc. PoE & Power,145.00,"UniFi managed 1kVA uninterruptible power supply with 5 backup outlets 5 surge outlets and hot swappable battery, 108Wh, half load (300W) runtime of 7 minutes. Supports Graceful Shutdown for UNVR and UNAS, NUT compatibility for third-party devices.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/products/ups-tower-eu
USW-Mission-Critical (120W),UPS PoE Switch,,Acc. PoE & Power,979.00,A switch with an integrated 368Wh lithium-ion battery capable of providing uninterruptible PoE to 8 devices.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/products/usw-mission-critical-eu
USP-RPS,Redundant Power,,Acc. PoE & Power,380.00,950W redundant power supply for rack-mounted UniFi devices.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/products/usp-rps
Product Collection,PoE Adapters,,Acc. PoE & Power,7.00,"Power UniFi devices, reduce dependency on PoE switches, and provide a Multi-Gigabit LAN connection.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/collections/pro-store-poe-and-power-adapters
Product Collection,Ethernet Surge Protection,,Acc. PoE & Power,26.00,ESD protection for indoor high-speed networks.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/collections/pro-store-poe-and-power-surge-protection
Product Collection,Ethernet Surge Protection Outdoor,,Acc. PoE & Power,12.00,ESD protection for outdoor high-speed networks.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/collections/pro-store-poe-and-power-surge-protection-outdoor
Product Collection,Power Modules,,Acc. PoE & Power,109.00,AC/DC power modules for optional power redundancy in UniFi devices.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/collections/accessories-pro-poe-and-power-modules
UACC-PoE+-USBC,PoE Integrated AC Adapter,,Acc. PoE & Power,44.00,"AC adapter with integrated PoE+ that powers a UniFi Cloud Gateway via USB-C while delivering up to 30W PoE+ to a connected device—ideal for adding PoE output or supporting a UniFi 5G backup, with flexible wall, DIN rail, or floating mount options.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/products/uacc-poe-plus-usbc
UACC-Retrofit-PoE-2Wire,PoE Over 2-Wire Retrofit Extender,,Acc. PoE & Power,89.00,"A pair of extenders that extends PoE over twisted-pair or coaxial cables, ideal for retrofit scenarios.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/products/uacc-retrofit-poe-2wire
UACC-Adapter-AC-210W,AC Adapter 210W,,Acc. PoE & Power,70.00,An AC power adapter delivers 210W at 54V DC for a PoE switch.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/products/uacc-adapter-ac-210w
UACC-Adapter-PoE-USBC,PoE to USB-C Adapter,,Acc. PoE & Power,45.00,"Versatile adapter that provides power and connectivity to USB-C devices, including compatible Protect WiFi cameras.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/products/uacc-adapter-poe-usbc
USP-Cable,SmartPower Cable,,Acc. PoE & Power,25.00,A cable used to deliver redundant power from an associated SmartPower device.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/products/unifi-smartpower-cable
UACC-Cable-USB-100W-0.3M-BK,USB-C Cable with Charge Display,,Acc. PoE & Power,17.50,Braided power and data cable with a double-sided charge display.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-poe-power/products/uacc-cable-usb-100w
